0.021146	0.184932	0.294280
0.184932	0.294280	0.273968
0.294280	0.273968	0.174333
0.273968	0.174333	0.221046
0.174333	0.221046	0.237822
0.221046	0.237822	0.074578
0.237822	0.074578	0.183355
0.074578	0.183355	0.088026
0.183355	0.088026	0.157787
0.088026	0.157787	0.152372
0.157787	0.152372	0.251937
0.152372	0.251937	0.248990
0.251937	0.248990	0.137780
0.248990	0.137780	0.256466
0.137780	0.256466	0.241650
0.256466	0.241650	0.261211
0.241650	0.261211	0.158766
0.261211	0.158766	0.225439
0.158766	0.225439	0.269885
0.225439	0.269885	0.272785
0.269885	0.272785	0.141363
0.272785	0.141363	0.268027
0.141363	0.268027	0.423340
0.268027	0.423340	0.293344
0.423340	0.293344	0.461937
0.293344	0.461937	0.288655
0.461937	0.288655	0.288927
0.288655	0.288927	0.266881
0.288927	0.266881	0.276824
0.266881	0.276824	0.352280
0.276824	0.352280	0.275886
0.352280	0.275886	0.238836
0.275886	0.238836	0.118559
0.238836	0.118559	0.253605
0.118559	0.253605	0.327434
0.253605	0.327434	0.293130
0.327434	0.293130	0.320803
0.293130	0.320803	0.260323
0.320803	0.260323	0.199628
0.260323	0.199628	0.470923
0.199628	0.470923	0.369531
0.470923	0.369531	0.315615
0.369531	0.315615	0.354884
0.315615	0.354884	0.326590
0.354884	0.326590	0.283197
0.326590	0.283197	0.202988
0.283197	0.202988	0.231683
0.202988	0.231683	0.237192
0.231683	0.237192	0.299396
0.237192	0.299396	0.194840
0.299396	0.194840	0.120700
0.194840	0.120700	0.305286
0.120700	0.305286	0.212741
0.305286	0.212741	0.097805
0.212741	0.097805	0.177390
0.097805	0.177390	0.274111
0.177390	0.274111	0.340910
0.274111	0.340910	0.377628
0.340910	0.377628	0.251197
0.377628	0.251197	0.330289
0.251197	0.330289	0.330289
0.330289	0.330289	0.418751
0.330289	0.418751	0.468602
0.418751	0.468602	0.483369
0.468602	0.483369	0.486034
0.483369	0.486034	0.359682
0.486034	0.359682	0.406269
0.359682	0.406269	0.452516
0.406269	0.452516	0.430582
0.452516	0.430582	0.368257
0.430582	0.368257	0.388463
0.368257	0.388463	0.293870
0.388463	0.293870	0.256454
0.293870	0.256454	0.481702
0.256454	0.481702	0.366522
0.481702	0.366522	0.298982
0.366522	0.298982	0.333774
0.298982	0.333774	0.138371
0.333774	0.138371	0.431700
0.138371	0.431700	0.273453
0.431700	0.273453	0.413487
0.273453	0.413487	0.325544
0.413487	0.325544	0.258207
0.325544	0.258207	0.295653
0.258207	0.295653	0.262409
0.295653	0.262409	0.369059
0.262409	0.369059	0.302253
0.369059	0.302253	0.342848
0.302253	0.342848	0.250123
0.342848	0.250123	0.203875
0.250123	0.203875	0.273311
0.203875	0.273311	0.273604
0.273311	0.273604	0.318828
0.273604	0.318828	0.282440
0.318828	0.282440	0.189456
0.282440	0.189456	0.343478
0.189456	0.343478	0.411707
0.343478	0.411707	0.302646
0.411707	0.302646	0.348173
0.302646	0.348173	0.357219
0.348173	0.357219	0.391456
0.357219	0.391456	0.185039
0.391456	0.185039	0.502147
0.185039	0.502147	0.271479
0.502147	0.271479	0.271009
0.271479	0.271009	0.208762
0.271009	0.208762	0.271961
0.208762	0.271961	0.241979
0.271961	0.241979	0.330301
0.241979	0.330301	0.284109
0.330301	0.284109	0.238979
0.284109	0.238979	0.373254
0.238979	0.373254	0.448897
0.373254	0.448897	0.304025
0.448897	0.304025	0.359552
0.304025	0.359552	0.509127
0.359552	0.509127	0.397213
0.509127	0.397213	0.400316
0.397213	0.400316	0.269844
0.400316	0.269844	0.325500
0.269844	0.325500	0.320564
0.325500	0.320564	0.257966
0.320564	0.257966	0.251459
0.257966	0.251459	0.308223
0.251459	0.308223	0.198745
0.308223	0.198745	0.295478
0.198745	0.295478	0.179383
0.295478	0.179383	0.332460
0.179383	0.332460	0.164398
0.332460	0.164398	0.193088
0.164398	0.193088	0.190206
0.193088	0.190206	0.269876
0.190206	0.269876	0.339784
0.269876	0.339784	0.229923
0.339784	0.229923	0.228476
0.229923	0.228476	0.200924
0.228476	0.200924	0.240410
0.200924	0.240410	0.159656
0.240410	0.159656	0.259256
0.159656	0.259256	0.388332
0.259256	0.388332	0.185578
0.388332	0.185578	0.215615
0.185578	0.215615	0.284854
0.215615	0.284854	0.179568
0.284854	0.179568	0.261573
0.179568	0.261573	0.299931
0.261573	0.299931	0.268648
0.299931	0.268648	0.432253
0.268648	0.432253	0.227384
0.432253	0.227384	0.304020
0.227384	0.304020	0.331865
0.304020	0.331865	0.344259
0.331865	0.344259	0.207821
0.344259	0.207821	0.335727
0.207821	0.335727	0.202113
0.335727	0.202113	0.412412
0.202113	0.412412	0.286954
0.412412	0.286954	0.328756
0.286954	0.328756	0.402001
0.328756	0.402001	0.326431
0.402001	0.326431	0.287185
0.326431	0.287185	0.257206
0.287185	0.257206	0.295810
0.257206	0.295810	0.142486
0.295810	0.142486	0.492662
0.142486	0.492662	0.317954
0.492662	0.317954	0.228243
0.317954	0.228243	0.213739
0.228243	0.213739	0.229141
0.213739	0.229141	0.079958
0.229141	0.079958	0.318464
0.079958	0.318464	0.220536
0.318464	0.220536	0.211942
0.220536	0.211942	0.190344
0.211942	0.190344	0.071779
0.190344	0.071779	0.183765
0.071779	0.183765	0.156468
0.183765	0.156468	0.158374
0.156468	0.158374	0.046718
0.158374	0.046718	0.197795
0.046718	0.197795	0.144447
0.197795	0.144447	0.189719
0.144447	0.189719	0.265343
0.189719	0.265343	0.215717
0.265343	0.215717	0.036009
0.215717	0.036009	0.115078
0.036009	0.115078	0.090118
0.115078	0.090118	-0.006574
0.090118	-0.006574	0.239027
-0.006574	0.239027	0.085775
0.239027	0.085775	0.122659
0.085775	0.122659	0.035869
0.122659	0.035869	0.133353
0.035869	0.133353	0.254200
0.133353	0.254200	0.088995
0.254200	0.088995	0.213712
0.088995	0.213712	0.087441
0.213712	0.087441	0.148539
0.087441	0.148539	0.083735
0.148539	0.083735	0.164805
0.083735	0.164805	0.234228
0.164805	0.234228	0.042011
0.234228	0.042011	-0.012814
0.042011	-0.012814	0.189425
-0.012814	0.189425	0.032293
0.189425	0.032293	0.139946
0.032293	0.139946	0.139981
0.139946	0.139981	0.140482
0.139981	0.140482	0.109664
0.140482	0.109664	0.067556
0.109664	0.067556	0.122928
0.067556	0.122928	0.039700
0.122928	0.039700	0.065273
0.039700	0.065273	0.119143
0.065273	0.119143	0.120997
0.119143	0.120997	-0.022510
0.120997	-0.022510	-0.005410
-0.022510	-0.005410	0.126087
-0.005410	0.126087	0.185117
0.126087	0.185117	0.224003
0.185117	0.224003	-0.103919
0.224003	-0.103919	0.094798
-0.103919	0.094798	-0.068747
0.094798	-0.068747	0.092439
-0.068747	0.092439	0.014221
0.092439	0.014221	-0.023897
0.014221	-0.023897	0.225241
-0.023897	0.225241	0.025957
0.225241	0.025957	0.047671
0.025957	0.047671	0.145115
0.047671	0.145115	0.069254
0.145115	0.069254	0.121140
0.069254	0.121140	-0.004999
0.121140	-0.004999	0.074312
-0.004999	0.074312	-0.019466
0.074312	-0.019466	0.005390
-0.019466	0.005390	0.051222
0.005390	0.051222	0.071849
0.051222	0.071849	-0.015071
0.071849	-0.015071	0.213797
-0.015071	0.213797	0.025898
0.213797	0.025898	-0.068288
0.025898	-0.068288	0.025261
-0.068288	0.025261	0.048734
0.025261	0.048734	0.090525
0.048734	0.090525	-0.027111
0.090525	-0.027111	0.071502
-0.027111	0.071502	0.043306
0.071502	0.043306	0.051144
0.043306	0.051144	-0.123145
0.051144	-0.123145	-0.020194
-0.123145	-0.020194	-0.022148
-0.020194	-0.022148	-0.102766
-0.022148	-0.102766	-0.040952
-0.102766	-0.040952	0.017061
-0.040952	0.017061	-0.047571
0.017061	-0.047571	-0.028358
-0.047571	-0.028358	0.082316
-0.028358	0.082316	-0.058649
0.082316	-0.058649	0.030296
