0.190862	0.321923	0.223388
0.321923	0.223388	0.243572
0.223388	0.243572	0.221511
0.243572	0.221511	0.263867
0.221511	0.263867	0.287148
0.263867	0.287148	0.107066
0.287148	0.107066	0.297722
0.107066	0.297722	0.263794
0.297722	0.263794	0.216854
0.263794	0.216854	0.313456
0.216854	0.313456	0.214119
0.313456	0.214119	0.359552
0.214119	0.359552	0.250941
0.359552	0.250941	0.218317
0.250941	0.218317	0.224720
0.218317	0.224720	0.231539
0.224720	0.231539	0.136589
0.231539	0.136589	0.319892
0.136589	0.319892	0.282347
0.319892	0.282347	0.282694
0.282347	0.282694	0.374433
0.282694	0.374433	0.320031
0.374433	0.320031	0.378961
0.320031	0.378961	0.387658
0.378961	0.387658	0.441211
0.387658	0.441211	0.342330
0.441211	0.342330	0.350888
0.342330	0.350888	0.205201
0.350888	0.205201	0.253604
0.205201	0.253604	0.178426
0.253604	0.178426	0.221894
0.178426	0.221894	0.334138
0.221894	0.334138	0.054881
0.334138	0.054881	0.202239
0.054881	0.202239	0.215519
0.202239	0.215519	0.168956
0.215519	0.168956	0.136767
0.168956	0.136767	0.122004
0.136767	0.122004	0.318106
0.122004	0.318106	0.055313
0.318106	0.055313	0.106524
0.055313	0.106524	0.202826
0.106524	0.202826	0.079433
0.202826	0.079433	0.180948
0.079433	0.180948	0.205119
0.180948	0.205119	0.254595
0.205119	0.254595	0.226080
0.254595	0.226080	0.298138
0.226080	0.298138	0.151837
0.298138	0.151837	0.218140
0.151837	0.218140	0.225424
0.218140	0.225424	0.227235
0.225424	0.227235	0.351209
0.227235	0.351209	0.424525
0.351209	0.424525	0.241281
0.424525	0.241281	0.165782
0.241281	0.165782	0.273820
0.165782	0.273820	0.201391
0.273820	0.201391	0.310422
0.201391	0.310422	0.287664
0.310422	0.287664	0.310382
0.287664	0.310382	0.155586
0.310382	0.155586	0.388469
0.155586	0.388469	0.244551
0.388469	0.244551	0.236661
0.244551	0.236661	0.150736
0.236661	0.150736	0.185189
0.150736	0.185189	0.157451
0.185189	0.157451	0.033548
0.157451	0.033548	0.206056
0.033548	0.206056	-0.004858
0.206056	-0.004858	0.137762
-0.004858	0.137762	0.190535
0.137762	0.190535	0.120818
0.190535	0.120818	0.200166
0.120818	0.200166	0.335204
0.200166	0.335204	0.054963
0.335204	0.054963	0.030053
0.054963	0.030053	0.101975
0.030053	0.101975	0.182498
0.101975	0.182498	0.042460
0.182498	0.042460	0.157472
0.042460	0.157472	-0.038513
0.157472	-0.038513	0.147418
-0.038513	0.147418	0.037737
0.147418	0.037737	0.248657
0.037737	0.248657	0.153776
0.248657	0.153776	0.112468
0.153776	0.112468	0.123087
0.112468	0.123087	0.150154
0.123087	0.150154	0.117486
0.150154	0.117486	0.006097
0.117486	0.006097	0.208729
0.006097	0.208729	-0.032127
0.208729	-0.032127	0.060094
-0.032127	0.060094	0.279698
0.060094	0.279698	0.177867
0.279698	0.177867	-0.030081
0.177867	-0.030081	0.050368
-0.030081	0.050368	0.071496
0.050368	0.071496	0.303402
0.071496	0.303402	0.141484
0.303402	0.141484	0.069103
0.141484	0.069103	-0.135467
0.069103	-0.135467	0.103967
-0.135467	0.103967	0.164123
0.103967	0.164123	0.026763
0.164123	0.026763	0.137473
0.026763	0.137473	0.214952
0.137473	0.214952	0.231398
0.214952	0.231398	0.096856
0.231398	0.096856	-0.016133
0.096856	-0.016133	-0.126587
-0.016133	-0.126587	0.016007
-0.126587	0.016007	0.105163
0.016007	0.105163	0.135115
0.105163	0.135115	0.029874
0.135115	0.029874	0.020268
0.029874	0.020268	0.120409
0.020268	0.120409	-0.023325
0.120409	-0.023325	0.073833
-0.023325	0.073833	0.022457
0.073833	0.022457	0.125133
0.022457	0.125133	0.005873
0.125133	0.005873	-0.185522
0.005873	-0.185522	0.031186
-0.185522	0.031186	-0.001139
0.031186	-0.001139	0.017349
-0.001139	0.017349	0.021051
0.017349	0.021051	-0.034097
0.021051	-0.034097	0.104745
-0.034097	0.104745	0.090510
0.104745	0.090510	0.064992
0.090510	0.064992	0.030469
0.064992	0.030469	0.019015
0.030469	0.019015	0.042388
0.019015	0.042388	0.044308
0.042388	0.044308	0.097706
0.044308	0.097706	0.008672
0.097706	0.008672	0.058161
0.008672	0.058161	-0.029508
0.058161	-0.029508	0.008907
-0.029508	0.008907	-0.027888
0.008907	-0.027888	0.064357
-0.027888	0.064357	0.048630
0.064357	0.048630	0.016689
0.048630	0.016689	0.116656
0.016689	0.116656	0.096942
0.116656	0.096942	-0.069319
0.096942	-0.069319	0.084467
-0.069319	0.084467	-0.007925
0.084467	-0.007925	-0.057929
-0.007925	-0.057929	-0.047905
-0.057929	-0.047905	0.033838
-0.047905	0.033838	-0.003813
0.033838	-0.003813	0.070036
-0.003813	0.070036	-0.006381
0.070036	-0.006381	0.070099
-0.006381	0.070099	0.143099
0.070099	0.143099	0.102818
0.143099	0.102818	0.081327
0.102818	0.081327	0.087578
0.081327	0.087578	0.094847
0.087578	0.094847	-0.030789
0.094847	-0.030789	0.175982
-0.030789	0.175982	0.078940
0.175982	0.078940	0.169512
0.078940	0.169512	0.111656
0.169512	0.111656	0.060613
0.111656	0.060613	0.024052
0.060613	0.024052	-0.033581
0.024052	-0.033581	-0.043082
-0.033581	-0.043082	0.094429
-0.043082	0.094429	0.082322
0.094429	0.082322	0.100580
0.082322	0.100580	-0.007019
0.100580	-0.007019	-0.109163
-0.007019	-0.109163	0.081746
-0.109163	0.081746	0.029053
0.081746	0.029053	0.033921
0.029053	0.033921	0.039308
0.033921	0.039308	0.001592
0.039308	0.001592	0.055702
0.001592	0.055702	-0.046118
0.055702	-0.046118	-0.143629
-0.046118	-0.143629	-0.012828
-0.143629	-0.012828	-0.067139
-0.012828	-0.067139	0.055123
-0.067139	0.055123	0.020086
0.055123	0.020086	0.148761
0.020086	0.148761	0.017046
0.148761	0.017046	0.081606
0.017046	0.081606	0.053468
0.081606	0.053468	0.066896
0.053468	0.066896	-0.011415
0.066896	-0.011415	0.064763
-0.011415	0.064763	-0.023077
0.064763	-0.023077	-0.047453
-0.023077	-0.047453	-0.096441
-0.047453	-0.096441	0.164473
-0.096441	0.164473	0.046950
0.164473	0.046950	-0.002942
0.046950	-0.002942	0.102677
-0.002942	0.102677	0.021546
0.102677	0.021546	-0.010271
0.021546	-0.010271	-0.005043
-0.010271	-0.005043	-0.027192
-0.005043	-0.027192	0.124866
-0.027192	0.124866	0.058853
0.124866	0.058853	0.073086
0.058853	0.073086	0.064263
0.073086	0.064263	0.073188
0.064263	0.073188	0.072065
0.073188	0.072065	-0.020268
0.072065	-0.020268	-0.069487
-0.020268	-0.069487	-0.010081
-0.069487	-0.010081	0.051842
-0.010081	0.051842	0.154587
0.051842	0.154587	0.111614
0.154587	0.111614	0.076271
0.111614	0.076271	0.015236
0.076271	0.015236	-0.067884
0.015236	-0.067884	-0.036507
-0.067884	-0.036507	0.062482
-0.036507	0.062482	0.125300
0.062482	0.125300	0.027990
0.125300	0.027990	0.250253
0.027990	0.250253	0.080714
0.250253	0.080714	0.111258
0.080714	0.111258	0.117559
0.111258	0.117559	0.137921
0.117559	0.137921	0.240349
0.137921	0.240349	0.068778
0.240349	0.068778	0.220628
0.068778	0.220628	0.063990
0.220628	0.063990	0.025693
0.063990	0.025693	0.021146
0.025693	0.021146	0.184932
